customer_id,recency_days,frequency,monetary,avg_order_value,customer_tenure_days,segment
12462,90,1,159.1,159.1,0,Hibernating Need-Attention
12463,57,2,250.99,125.5,279,Active Low-Frequency / Promising
12464,213,20,2175.34,108.77,379,Hibernating Need-Attention
12465,31,1,123.21,123.21,0,Active Low-Frequency / Promising
12466,22,12,1031.95,86.0,67,Loyal High-Value Champions
12467,132,1,99.44,99.44,0,Hibernating Need-Attention
12468,17,4,460.05,115.01,50,Loyal High-Value Champions
12469,215,3,308.5,102.83,279,Hibernating Need-Attention
12470,1,2,131.07,65.54,236,Active Low-Frequency / Promising
12471,228,2,367.59,183.8,480,Lost / At-Risk One-Timers
12472,3,4,607.2,151.8,215,Loyal High-Value Champions
12473,145,1,179.57,179.57,0,Hibernating Need-Attention
12474,49,1,189.73,189.73,0,Active Low-Frequency / Promising
12475,323,2,352.57,176.28,493,Lost / At-Risk One-Timers
12476,5,3,325.22,108.41,299,Active Low-Frequency / Promising
12477,53,3,419.25,139.75,148,Active Low-Frequency / Promising
12478,227,3,194.71,64.9,466,Hibernating Need-Attention
12479,49,1,153.06,153.06,0,Active Low-Frequency / Promising
12480,65,3,219.35,73.12,112,Hibernating Need-Attention
12481,78,1,178.98,178.98,0,Hibernating Need-Attention
12482,40,1,160.06,160.06,0,Active Low-Frequency / Promising
12483,65,1,183.48,183.48,0,Hibernating Need-Attention
12484,58,1,134.65,134.65,0,Active Low-Frequency / Promising
12485,151,1,192.84,192.84,0,Hibernating Need-Attention
12486,4,1,115.09,115.09,0,Active Low-Frequency / Promising
12487,22,2,272.65,136.32,139,Active Low-Frequency / Promising
12488,196,1,106.37,106.37,0,Lost / At-Risk One-Timers
12489,144,1,108.81,108.81,0,Hibernating Need-Attention
12490,40,1,75.85,75.85,0,Active Low-Frequency / Promising
12491,63,1,109.03,109.03,0,Hibernating Need-Attention
12492,22,1,230.22,230.22,0,Active Low-Frequency / Promising
12493,14,1,189.76,189.76,0,Active Low-Frequency / Promising
12494,41,2,246.28,123.14,88,Active Low-Frequency / Promising
12495,29,2,200.18,100.09,221,Active Low-Frequency / Promising
12496,57,2,306.39,153.2,122,Active Low-Frequency / Promising
12497,6,1,243.83,243.83,0,Active Low-Frequency / Promising
12498,239,1,158.83,158.83,0,Lost / At-Risk One-Timers
12499,279,4,406.2,101.55,383,Hibernating Need-Attention
12500,78,1,147.91,147.91,0,Hibernating Need-Attention
12501,50,1,205.23,205.23,0,Active Low-Frequency / Promising
12502,25,1,397.68,397.68,0,Active Low-Frequency / Promising
12503,110,1,146.69,146.69,0,Hibernating Need-Attention
12504,76,1,175.88,175.88,0,Hibernating Need-Attention
12505,12,1,100.75,100.75,0,Active Low-Frequency / Promising
12506,158,2,449.18,224.59,241,Hibernating Need-Attention
12507,113,1,119.58,119.58,0,Hibernating Need-Attention
12508,195,2,360.33,180.16,291,Lost / At-Risk One-Timers
12509,85,3,417.94,139.31,250,Hibernating Need-Attention
12510,62,3,161.03,53.68,306,Hibernating Need-Attention
12511,36,2,277.83,138.92,158,Active Low-Frequency / Promising
12512,176,8,899.66,112.46,283,Hibernating Need-Attention
12513,131,1,181.05,181.05,0,Hibernating Need-Attention
12514,4,1,204.64,204.64,0,Active Low-Frequency / Promising
12515,2,1,280.91,280.91,0,Active Low-Frequency / Promising
12516,31,2,88.65,44.32,100,Active Low-Frequency / Promising
12517,109,4,394.17,98.54,262,Hibernating Need-Attention
12518,284,1,119.33,119.33,0,Lost / At-Risk One-Timers
12519,11,5,609.33,121.87,275,Loyal High-Value Champions
12520,59,1,129.21,129.21,0,Active Low-Frequency / Promising
12521,32,5,305.6,61.12,72,Loyal High-Value Champions
12522,228,1,88.57,88.57,0,Lost / At-Risk One-Timers
12523,120,1,84.78,84.78,0,Hibernating Need-Attention
12524,119,1,137.65,137.65,0,Hibernating Need-Attention
12525,42,1,78.63,78.63,0,Active Low-Frequency / Promising
12526,35,1,243.92,243.92,0,Active Low-Frequency / Promising
12527,21,1,216.53,216.53,0,Active Low-Frequency / Promising
12528,4,3,294.65,98.22,269,Active Low-Frequency / Promising
12529,131,1,178.73,178.73,0,Hibernating Need-Attention
12530,109,1,130.76,130.76,0,Hibernating Need-Attention
12531,532,2,342.31,171.16,579,Lost / At-Risk One-Timers
12532,371,2,164.56,82.28,415,Lost / At-Risk One-Timers
12533,53,1,59.36,59.36,0,Active Low-Frequency / Promising
12534,96,1,134.4,134.4,0,Hibernating Need-Attention
12535,189,1,138.7,138.7,0,Lost / At-Risk One-Timers
12536,124,1,136.27,136.27,0,Hibernating Need-Attention
12537,19,2,133.38,66.69,113,Active Low-Frequency / Promising
12538,39,1,178.92,178.92,0,Active Low-Frequency / Promising
12539,9,1,127.81,127.81,0,Active Low-Frequency / Promising
12540,201,2,236.7,118.35,479,Lost / At-Risk One-Timers
12541,61,1,207.05,207.05,0,Hibernating Need-Attention
12542,17,2,274.05,137.02,188,Active Low-Frequency / Promising
12543,73,1,128.47,128.47,0,Hibernating Need-Attention
12544,63,8,497.97,62.25,228,Hibernating Need-Attention
12545,29,1,102.06,102.06,0,Active Low-Frequency / Promising
12546,8,3,149.94,49.98,264,Active Low-Frequency / Promising
12547,73,2,202.79,101.4,127,Hibernating Need-Attention
12548,48,1,102.79,102.79,0,Active Low-Frequency / Promising
12549,97,2,135.96,67.98,117,Hibernating Need-Attention
12550,48,8,708.39,88.55,220,Hibernating Need-Attention
12551,125,2,111.8,55.9,270,Hibernating Need-Attention
12552,53,3,430.18,143.39,298,Active Low-Frequency / Promising
12553,54,4,612.19,153.05,294,Hibernating Need-Attention
12554,137,1,55.73,55.73,0,Hibernating Need-Attention
12555,34,1,193.97,193.97,0,Active Low-Frequency / Promising
12556,10,2,210.95,105.48,45,Active Low-Frequency / Promising
12557,2,1,106.41,106.41,0,Active Low-Frequency / Promising
12558,92,3,149.66,49.89,240,Hibernating Need-Attention
12559,63,4,411.05,102.76,124,Hibernating Need-Attention
12560,80,1,145.69,145.69,0,Hibernating Need-Attention
12561,16,1,204.19,204.19,0,Active Low-Frequency / Promising
12562,10,3,139.51,46.5,74,Active Low-Frequency / Promising
12563,1,1,75.14,75.14,0,Active Low-Frequency / Promising
12564,29,3,283.61,94.54,69,Active Low-Frequency / Promising
12565,58,1,137.03,137.03,0,Active Low-Frequency / Promising
12566,33,2,173.82,86.91,122,Active Low-Frequency / Promising
12567,38,1,125.92,125.92,0,Active Low-Frequency / Promising
12568,153,2,331.81,165.9,211,Hibernating Need-Attention
12569,28,1,241.31,241.31,0,Active Low-Frequency / Promising
12570,47,2,187.96,93.98,96,Active Low-Frequency / Promising
12571,100,1,178.28,178.28,0,Hibernating Need-Attention
12572,33,2,242.39,121.2,326,Active Low-Frequency / Promising
12573,64,4,597.22,149.3,171,Hibernating Need-Attention
12574,129,1,175.01,175.01,0,Hibernating Need-Attention
12575,195,1,133.67,133.67,0,Lost / At-Risk One-Timers
12576,11,1,158.54,158.54,0,Active Low-Frequency / Promising
12577,170,2,246.38,123.19,380,Hibernating Need-Attention
12578,45,2,226.39,113.2,232,Active Low-Frequency / Promising
12579,20,1,145.18,145.18,0,Active Low-Frequency / Promising
12580,40,1,86.52,86.52,0,Active Low-Frequency / Promising
12581,255,1,228.83,228.83,0,Lost / At-Risk One-Timers
12582,45,2,213.1,106.55,218,Active Low-Frequency / Promising
12583,26,1,187.66,187.66,0,Active Low-Frequency / Promising
12584,66,12,1279.45,106.62,357,Hibernating Need-Attention
12585,18,1,128.62,128.62,0,Active Low-Frequency / Promising
12586,6,2,126.05,63.02,124,Active Low-Frequency / Promising
12587,9,1,186.96,186.96,0,Active Low-Frequency / Promising
12588,9,1,73.35,73.35,0,Active Low-Frequency / Promising
12589,11,2,248.0,124.0,291,Active Low-Frequency / Promising
12590,10,2,412.21,206.1,305,Active Low-Frequency / Promising
12591,67,20,2578.36,128.92,165,Hibernating Need-Attention
12592,14,1,142.71,142.71,0,Active Low-Frequency / Promising
12593,28,1,140.51,140.51,0,Active Low-Frequency / Promising
12594,148,2,145.06,72.53,425,Hibernating Need-Attention
12595,42,2,302.32,151.16,154,Active Low-Frequency / Promising
12596,72,1,82.91,82.91,0,Hibernating Need-Attention
12597,13,1,134.86,134.86,0,Active Low-Frequency / Promising
12598,14,1,94.54,94.54,0,Active Low-Frequency / Promising
12599,3,4,273.07,68.27,211,Loyal High-Value Champions
12600,13,1,116.86,116.86,0,Active Low-Frequency / Promising
12601,22,1,88.28,88.28,0,Active Low-Frequency / Promising
12602,13,1,132.6,132.6,0,Active Low-Frequency / Promising
12603,7,1,91.27,91.27,0,Active Low-Frequency / Promising
12604,9,1,52.36,52.36,0,Active Low-Frequency / Promising
12605,41,1,106.32,106.32,0,Active Low-Frequency / Promising
12606,16,1,132.51,132.51,0,Active Low-Frequency / Promising
12607,30,3,227.96,75.99,166,Active Low-Frequency / Promising
12608,46,1,248.72,248.72,0,Active Low-Frequency / Promising
12609,77,1,222.1,222.1,0,Hibernating Need-Attention
12610,3,4,571.65,142.91,186,Loyal High-Value Champions
12611,105,2,88.56,44.28,265,Hibernating Need-Attention
12612,65,1,90.61,90.61,0,Hibernating Need-Attention
12613,6,1,201.41,201.41,0,Active Low-Frequency / Promising
12614,135,1,97.68,97.68,0,Hibernating Need-Attention
12615,165,2,106.97,53.48,257,Hibernating Need-Attention
12616,5,20,1633.2,81.66,223,Loyal High-Value Champions
12617,22,2,232.74,116.37,171,Active Low-Frequency / Promising
12618,107,2,344.86,172.43,372,Hibernating Need-Attention
12619,90,2,158.56,79.28,169,Hibernating Need-Attention
12620,14,1,182.64,182.64,0,Active Low-Frequency / Promising
12621,16,1,150.56,150.56,0,Active Low-Frequency / Promising
12622,31,2,187.75,93.88,201,Active Low-Frequency / Promising
12623,44,8,1224.35,153.04,220,Loyal High-Value Champions
12624,63,1,95.87,95.87,0,Hibernating Need-Attention
12625,30,2,307.37,153.68,228,Active Low-Frequency / Promising
12626,41,1,49.85,49.85,0,Active Low-Frequency / Promising
12627,90,1,217.84,217.84,0,Hibernating Need-Attention
12628,3,1,172.97,172.97,0,Active Low-Frequency / Promising
12629,19,1,131.99,131.99,0,Active Low-Frequency / Promising
12630,82,3,398.16,132.72,337,Hibernating Need-Attention
12631,147,1,125.67,125.67,0,Hibernating Need-Attention
12632,47,2,111.61,55.8,275,Active Low-Frequency / Promising
12633,50,3,196.73,65.58,199,Active Low-Frequency / Promising
12634,8,5,597.1,119.42,180,Loyal High-Value Champions
12635,39,1,146.59,146.59,0,Active Low-Frequency / Promising
12636,50,1,273.02,273.02,0,Active Low-Frequency / Promising
12637,19,1,125.76,125.76,0,Active Low-Frequency / Promising
12638,21,20,2908.93,145.45,146,Loyal High-Value Champions
12639,31,5,598.03,119.61,120,Loyal High-Value Champions
12640,2,1,86.39,86.39,0,Active Low-Frequency / Promising
12641,26,3,274.31,91.44,231,Active Low-Frequency / Promising
12642,16,1,157.56,157.56,0,Active Low-Frequency / Promising
12643,26,2,253.11,126.56,127,Active Low-Frequency / Promising
12644,9,1,116.78,116.78,0,Active Low-Frequency / Promising
12645,144,3,247.21,82.4,355,Hibernating Need-Attention
12646,59,1,178.65,178.65,0,Active Low-Frequency / Promising
12647,74,3,313.24,104.41,237,Hibernating Need-Attention
12648,102,3,308.23,102.74,337,Hibernating Need-Attention
12649,45,2,566.87,283.44,79,Active Low-Frequency / Promising
12650,6,1,136.34,136.34,0,Active Low-Frequency / Promising
12651,51,1,105.92,105.92,0,Active Low-Frequency / Promising
12652,58,1,168.56,168.56,0,Active Low-Frequency / Promising
12653,89,1,55.12,55.12,0,Hibernating Need-Attention
12654,37,1,125.98,125.98,0,Active Low-Frequency / Promising
12655,9,5,440.51,88.1,35,Loyal High-Value Champions
12656,22,2,281.69,140.84,71,Active Low-Frequency / Promising
12657,30,1,169.27,169.27,0,Active Low-Frequency / Promising
12658,68,1,111.06,111.06,0,Hibernating Need-Attention
12659,55,1,233.04,233.04,0,Active Low-Frequency / Promising
12660,29,2,219.55,109.78,227,Active Low-Frequency / Promising
12661,280,1,171.6,171.6,0,Lost / At-Risk One-Timers
12662,61,5,321.23,64.25,290,Hibernating Need-Attention
12663,18,1,116.34,116.34,0,Active Low-Frequency / Promising
12664,7,20,2177.11,108.86,106,Loyal High-Value Champions
12665,11,4,318.76,79.69,113,Loyal High-Value Champions
12666,19,1,146.4,146.4,0,Active Low-Frequency / Promising
12667,12,5,567.16,113.43,304,Loyal High-Value Champions
12668,14,1,122.51,122.51,0,Active Low-Frequency / Promising
12669,22,3,253.96,84.65,214,Active Low-Frequency / Promising
12670,13,1,124.49,124.49,0,Active Low-Frequency / Promising
12671,148,4,336.4,84.1,322,Hibernating Need-Attention
12672,6,4,538.29,134.57,35,Loyal High-Value Champions
12673,49,3,191.66,63.89,102,Active Low-Frequency / Promising
12674,35,3,460.64,153.55,90,Active Low-Frequency / Promising
12675,263,1,88.11,88.11,0,Lost / At-Risk One-Timers
12676,8,1,89.98,89.98,0,Active Low-Frequency / Promising
12677,33,1,70.27,70.27,0,Active Low-Frequency / Promising
12678,227,1,133.1,133.1,0,Lost / At-Risk One-Timers
12679,131,2,218.38,109.19,324,Hibernating Need-Attention
12680,111,1,138.9,138.9,0,Hibernating Need-Attention
12681,20,12,1589.54,132.46,65,Loyal High-Value Champions
12682,13,2,157.32,78.66,147,Active Low-Frequency / Promising
12683,72,3,258.62,86.21,166,Hibernating Need-Attention
12684,173,1,133.67,133.67,0,Hibernating Need-Attention
12685,53,4,210.21,52.55,261,Hibernating Need-Attention
12686,56,5,400.76,80.15,153,Hibernating Need-Attention
12687,22,1,110.0,110.0,0,Active Low-Frequency / Promising
12688,96,2,191.85,95.92,291,Hibernating Need-Attention
12689,14,3,254.38,84.79,54,Active Low-Frequency / Promising
12690,26,1,186.09,186.09,0,Active Low-Frequency / Promising
12691,37,1,142.66,142.66,0,Active Low-Frequency / Promising
12692,47,1,115.73,115.73,0,Active Low-Frequency / Promising
12693,19,1,104.41,104.41,0,Active Low-Frequency / Promising
12694,8,1,167.15,167.15,0,Active Low-Frequency / Promising
12695,62,1,98.62,98.62,0,Hibernating Need-Attention
12696,23,1,277.37,277.37,0,Active Low-Frequency / Promising
12697,57,1,129.42,129.42,0,Active Low-Frequency / Promising
12698,11,8,1136.42,142.05,89,Loyal High-Value Champions
12699,43,1,140.45,140.45,0,Active Low-Frequency / Promising
12700,50,8,826.01,103.25,226,Hibernating Need-Attention
12701,4,1,204.1,204.1,0,Active Low-Frequency / Promising
12702,27,1,72.91,72.91,0,Active Low-Frequency / Promising
12703,10,1,136.09,136.09,0,Active Low-Frequency / Promising
12704,5,1,271.74,271.74,0,Active Low-Frequency / Promising
12705,300,1,236.87,236.87,0,Lost / At-Risk One-Timers
12706,26,2,173.62,86.81,282,Active Low-Frequency / Promising
12707,108,1,85.46,85.46,0,Hibernating Need-Attention
12708,20,2,100.4,50.2,46,Active Low-Frequency / Promising
12709,75,2,309.86,154.93,95,Hibernating Need-Attention
12710,93,1,125.56,125.56,0,Hibernating Need-Attention
12711,59,1,159.92,159.92,0,Active Low-Frequency / Promising
12712,42,3,296.12,98.71,233,Active Low-Frequency / Promising
12713,35,1,129.63,129.63,0,Active Low-Frequency / Promising
12714,28,1,270.95,270.95,0,Active Low-Frequency / Promising
12715,173,20,1478.25,73.91,315,Hibernating Need-Attention
12716,116,1,131.88,131.88,0,Hibernating Need-Attention
12717,218,2,298.43,149.22,300,Lost / At-Risk One-Timers
12718,9,12,1627.36,135.61,193,Loyal High-Value Champions
12719,86,1,57.72,57.72,0,Hibernating Need-Attention
12720,182,1,159.87,159.87,0,Lost / At-Risk One-Timers
12721,13,1,216.11,216.11,0,Active Low-Frequency / Promising
12722,5,1,262.88,262.88,0,Active Low-Frequency / Promising
12723,88,1,100.65,100.65,0,Hibernating Need-Attention
12724,56,2,190.86,95.43,78,Active Low-Frequency / Promising
12725,120,1,205.32,205.32,0,Hibernating Need-Attention
12726,10,1,50.42,50.42,0,Active Low-Frequency / Promising
12727,104,20,1306.96,65.35,239,Hibernating Need-Attention
12728,15,3,210.26,70.09,304,Active Low-Frequency / Promising
12729,12,2,231.72,115.86,284,Active Low-Frequency / Promising
12730,12,1,130.37,130.37,0,Active Low-Frequency / Promising
12731,110,2,356.46,178.23,402,Hibernating Need-Attention
12732,72,1,75.96,75.96,0,Hibernating Need-Attention
12733,49,1,180.17,180.17,0,Active Low-Frequency / Promising
12734,29,1,157.86,157.86,0,Active Low-Frequency / Promising
12735,137,4,537.32,134.33,206,Hibernating Need-Attention
12736,33,1,203.27,203.27,0,Active Low-Frequency / Promising
12737,111,1,169.44,169.44,0,Hibernating Need-Attention
12738,38,1,216.0,216.0,0,Active Low-Frequency / Promising
12739,31,1,91.44,91.44,0,Active Low-Frequency / Promising
12740,41,3,358.03,119.34,331,Active Low-Frequency / Promising
12741,24,2,214.61,107.3,93,Active Low-Frequency / Promising
12742,90,3,255.37,85.12,356,Hibernating Need-Attention
12743,46,1,58.35,58.35,0,Active Low-Frequency / Promising
12744,18,1,108.81,108.81,0,Active Low-Frequency / Promising
12745,150,1,137.89,137.89,0,Hibernating Need-Attention
12746,32,1,158.07,158.07,0,Active Low-Frequency / Promising
12747,51,1,82.65,82.65,0,Active Low-Frequency / Promising
12748,155,3,413.41,137.8,430,Hibernating Need-Attention
12749,64,1,217.92,217.92,0,Hibernating Need-Attention
12750,9,1,195.66,195.66,0,Active Low-Frequency / Promising
12751,183,1,234.1,234.1,0,Lost / At-Risk One-Timers
12752,65,1,87.42,87.42,0,Hibernating Need-Attention
12753,27,1,136.7,136.7,0,Active Low-Frequency / Promising
12754,10,12,1706.93,142.24,108,Loyal High-Value Champions
12755,103,3,226.44,75.48,358,Hibernating Need-Attention
12756,63,8,743.8,92.98,180,Hibernating Need-Attention
12757,50,1,158.85,158.85,0,Active Low-Frequency / Promising
12758,146,1,145.95,145.95,0,Hibernating Need-Attention
12759,102,1,135.72,135.72,0,Hibernating Need-Attention
12760,11,1,62.59,62.59,0,Active Low-Frequency / Promising
12761,25,3,188.98,62.99,58,Active Low-Frequency / Promising
12762,19,1,147.31,147.31,0,Active Low-Frequency / Promising
12763,89,1,106.22,106.22,0,Hibernating Need-Attention
12764,3,1,88.71,88.71,0,Active Low-Frequency / Promising
12765,55,1,163.2,163.2,0,Active Low-Frequency / Promising
12766,94,2,241.85,120.92,206,Hibernating Need-Attention
12767,137,1,95.05,95.05,0,Hibernating Need-Attention
12768,28,1,104.05,104.05,0,Active Low-Frequency / Promising
12769,112,1,120.96,120.96,0,Hibernating Need-Attention
12770,8,1,87.95,87.95,0,Active Low-Frequency / Promising
12771,122,3,327.0,109.0,263,Hibernating Need-Attention
12772,9,4,536.14,134.04,156,Loyal High-Value Champions
12773,33,8,790.53,98.82,165,Loyal High-Value Champions
12774,104,3,354.11,118.04,396,Hibernating Need-Attention
12775,11,1,221.7,221.7,0,Active Low-Frequency / Promising
12776,17,2,175.67,87.84,168,Active Low-Frequency / Promising
12777,84,1,100.04,100.04,0,Hibernating Need-Attention
12778,83,1,142.52,142.52,0,Hibernating Need-Attention
12779,67,3,303.36,101.12,155,Hibernating Need-Attention
12780,77,1,71.0,71.0,0,Hibernating Need-Attention
12781,51,4,550.99,137.75,86,Hibernating Need-Attention
12782,19,1,148.47,148.47,0,Active Low-Frequency / Promising
12783,28,2,342.09,171.04,212,Active Low-Frequency / Promising
12784,14,2,348.55,174.28,234,Active Low-Frequency / Promising
12785,156,4,271.99,68.0,372,Hibernating Need-Attention
12786,57,2,334.34,167.17,261,Active Low-Frequency / Promising
12787,34,2,154.5,77.25,318,Active Low-Frequency / Promising
12788,41,1,150.98,150.98,0,Active Low-Frequency / Promising
12789,192,1,346.47,346.47,0,Lost / At-Risk One-Timers
12790,11,1,130.37,130.37,0,Active Low-Frequency / Promising
12791,58,2,299.33,149.66,239,Active Low-Frequency / Promising
12792,46,1,147.82,147.82,0,Active Low-Frequency / Promising
12793,62,2,204.24,102.12,332,Hibernating Need-Attention
12794,2,1,89.72,89.72,0,Active Low-Frequency / Promising
12795,134,1,159.04,159.04,0,Hibernating Need-Attention
12796,175,2,134.07,67.04,291,Hibernating Need-Attention
12797,55,1,113.91,113.91,0,Active Low-Frequency / Promising
12798,78,1,157.4,157.4,0,Hibernating Need-Attention
12799,167,1,102.88,102.88,0,Hibernating Need-Attention
12800,80,8,1035.06,129.38,359,Hibernating Need-Attention
12801,11,2,419.02,209.51,155,Active Low-Frequency / Promising
12802,56,1,229.2,229.2,0,Active Low-Frequency / Promising
12803,61,1,351.04,351.04,0,Hibernating Need-Attention
12804,36,1,112.39,112.39,0,Active Low-Frequency / Promising
12805,87,3,617.38,205.79,138,Hibernating Need-Attention
12806,178,2,274.82,137.41,358,Hibernating Need-Attention
12807,169,1,79.13,79.13,0,Hibernating Need-Attention
12808,39,1,95.04,95.04,0,Active Low-Frequency / Promising
12809,8,1,121.73,121.73,0,Active Low-Frequency / Promising
12810,273,2,193.3,96.65,480,Lost / At-Risk One-Timers
12811,119,3,362.02,120.67,208,Hibernating Need-Attention
12812,9,1,126.17,126.17,0,Active Low-Frequency / Promising
12813,165,1,105.49,105.49,0,Hibernating Need-Attention
12814,133,1,116.73,116.73,0,Hibernating Need-Attention
12815,48,8,1042.13,130.27,80,Hibernating Need-Attention
12816,59,1,117.13,117.13,0,Active Low-Frequency / Promising
12817,34,3,210.73,70.24,235,Active Low-Frequency / Promising
12818,4,2,167.92,83.96,136,Active Low-Frequency / Promising
12819,27,1,111.72,111.72,0,Active Low-Frequency / Promising
12820,106,1,163.48,163.48,0,Hibernating Need-Attention
12821,1,1,87.67,87.67,0,Active Low-Frequency / Promising
12822,27,2,301.48,150.74,125,Active Low-Frequency / Promising
12823,34,3,213.17,71.06,199,Active Low-Frequency / Promising
12824,51,2,162.49,81.24,252,Active Low-Frequency / Promising
12825,165,1,137.71,137.71,0,Hibernating Need-Attention
12826,28,1,151.61,151.61,0,Active Low-Frequency / Promising
12827,28,8,436.85,54.61,118,Loyal High-Value Champions
12828,87,3,353.39,117.8,354,Hibernating Need-Attention
12829,40,1,55.71,55.71,0,Active Low-Frequency / Promising
12830,17,12,1138.76,94.9,142,Loyal High-Value Champions
12831,40,2,308.35,154.18,322,Active Low-Frequency / Promising
12832,10,2,192.83,96.42,99,Active Low-Frequency / Promising
12833,13,2,167.83,83.92,225,Active Low-Frequency / Promising
12834,45,3,282.01,94.0,132,Active Low-Frequency / Promising
12835,36,2,300.37,150.18,107,Active Low-Frequency / Promising
12836,161,1,284.08,284.08,0,Hibernating Need-Attention
12837,30,1,51.25,51.25,0,Active Low-Frequency / Promising
12838,57,5,754.27,150.85,260,Hibernating Need-Attention
12839,66,1,138.47,138.47,0,Hibernating Need-Attention
12840,1,1,121.09,121.09,0,Active Low-Frequency / Promising
12841,71,1,124.63,124.63,0,Hibernating Need-Attention
12842,13,1,173.3,173.3,0,Active Low-Frequency / Promising
12843,211,2,315.4,157.7,295,Lost / At-Risk One-Timers
12844,11,5,526.21,105.24,212,Loyal High-Value Champions
12845,35,1,132.7,132.7,0,Active Low-Frequency / Promising
12846,6,1,303.91,303.91,0,Active Low-Frequency / Promising
12847,375,1,108.91,108.91,0,Lost / At-Risk One-Timers
12848,46,4,470.91,117.73,250,Hibernating Need-Attention
12849,59,2,162.43,81.22,177,Active Low-Frequency / Promising
12850,5,1,139.27,139.27,0,Active Low-Frequency / Promising
12851,91,3,205.52,68.51,132,Hibernating Need-Attention
12852,16,4,291.74,72.94,247,Loyal High-Value Champions
12853,149,3,562.44,187.48,294,Hibernating Need-Attention
12854,15,5,310.19,62.04,76,Loyal High-Value Champions
12855,14,1,99.65,99.65,0,Active Low-Frequency / Promising
12856,3,3,214.78,71.59,53,Active Low-Frequency / Promising
12857,42,1,84.28,84.28,0,Active Low-Frequency / Promising
12858,55,3,157.7,52.57,186,Active Low-Frequency / Promising
12859,5,2,208.23,104.12,271,Active Low-Frequency / Promising
12860,98,3,490.32,163.44,239,Hibernating Need-Attention
12861,40,2,189.46,94.73,332,Active Low-Frequency / Promising
12862,49,1,167.93,167.93,0,Active Low-Frequency / Promising
12863,38,1,118.72,118.72,0,Active Low-Frequency / Promising
12864,34,12,1061.93,88.49,331,Loyal High-Value Champions
12865,54,5,540.97,108.19,129,Hibernating Need-Attention
12866,11,1,123.49,123.49,0,Active Low-Frequency / Promising
12867,14,1,179.79,179.79,0,Active Low-Frequency / Promising
12868,129,1,124.75,124.75,0,Hibernating Need-Attention
12869,190,2,161.31,80.66,388,Lost / At-Risk One-Timers
12870,31,3,440.2,146.73,269,Active Low-Frequency / Promising
12871,21,1,154.14,154.14,0,Active Low-Frequency / Promising
12872,68,1,146.71,146.71,0,Hibernating Need-Attention
12873,35,3,346.23,115.41,115,Active Low-Frequency / Promising
12874,2,2,253.82,126.91,75,Active Low-Frequency / Promising
12875,12,1,119.56,119.56,0,Active Low-Frequency / Promising
12876,82,2,198.67,99.34,127,Hibernating Need-Attention
12877,70,1,168.25,168.25,0,Hibernating Need-Attention
12878,2,1,145.74,145.74,0,Active Low-Frequency / Promising
12879,17,2,134.11,67.06,110,Active Low-Frequency / Promising
12880,18,2,187.84,93.92,229,Active Low-Frequency / Promising
12881,73,4,601.96,150.49,263,Hibernating Need-Attention
12882,2,2,284.2,142.1,294,Active Low-Frequency / Promising
12883,8,3,155.93,51.98,214,Active Low-Frequency / Promising
12884,105,1,156.25,156.25,0,Hibernating Need-Attention
12885,13,1,279.62,279.62,0,Active Low-Frequency / Promising
12886,69,1,219.86,219.86,0,Hibernating Need-Attention
12887,18,1,135.49,135.49,0,Active Low-Frequency / Promising
12888,7,2,308.08,154.04,232,Active Low-Frequency / Promising
12889,19,20,2664.63,133.23,116,Loyal High-Value Champions
12890,84,1,146.34,146.34,0,Hibernating Need-Attention
12891,126,1,154.19,154.19,0,Hibernating Need-Attention
12892,116,3,431.04,143.68,282,Hibernating Need-Attention
12893,33,1,139.98,139.98,0,Active Low-Frequency / Promising
12894,72,2,179.1,89.55,101,Hibernating Need-Attention
12895,15,2,359.69,179.84,159,Active Low-Frequency / Promising
12896,23,2,206.52,103.26,123,Active Low-Frequency / Promising
12897,148,1,160.54,160.54,0,Hibernating Need-Attention
12898,1,1,125.63,125.63,0,Active Low-Frequency / Promising
12899,6,3,225.51,75.17,154,Active Low-Frequency / Promising
12900,16,2,136.35,68.18,274,Active Low-Frequency / Promising
12901,2,1,148.03,148.03,0,Active Low-Frequency / Promising
12902,14,3,243.29,81.1,231,Active Low-Frequency / Promising
12903,57,1,100.28,100.28,0,Active Low-Frequency / Promising
12904,36,2,287.92,143.96,100,Active Low-Frequency / Promising
12905,146,1,79.09,79.09,0,Hibernating Need-Attention
12906,111,8,1212.4,151.55,409,Hibernating Need-Attention
12907,28,1,83.32,83.32,0,Active Low-Frequency / Promising
12908,20,1,116.02,116.02,0,Active Low-Frequency / Promising
12909,32,1,93.1,93.1,0,Active Low-Frequency / Promising
12910,59,1,67.35,67.35,0,Active Low-Frequency / Promising
12911,21,4,176.52,44.13,76,Loyal High-Value Champions
12912,64,20,2404.88,120.24,192,Hibernating Need-Attention
12913,35,1,338.0,338.0,0,Active Low-Frequency / Promising
12914,53,1,233.37,233.37,0,Active Low-Frequency / Promising
12915,38,2,251.01,125.5,276,Active Low-Frequency / Promising
12916,23,4,551.6,137.9,227,Loyal High-Value Champions
12917,193,2,287.87,143.94,281,Lost / At-Risk One-Timers
12918,94,1,142.09,142.09,0,Hibernating Need-Attention
12919,10,1,155.17,155.17,0,Active Low-Frequency / Promising
12920,132,2,298.21,149.1,248,Hibernating Need-Attention
12921,44,1,143.95,143.95,0,Active Low-Frequency / Promising
